PC,Importance,Rank
PC1,0.01956397335887807,9
PC2,0.03164734782576936,8
PC3,0.1544406163364812,6
PC4,0.17794020473576075,4
PC5,0.5329702966370116,1
PC6,0.23910196395243688,3
PC7,0.05155219543087192,7
PC8,0.28343475123630835,2
PC9,0.16041268935524985,5
