PC,Importance,Rank
PC1,5.163530569029287,2
PC2,0.2863087363780288,15
PC3,0.09122875710506995,16
PC4,3.854434812440086,6
PC5,1.2285038351259934,13
PC6,2.2386253612072897,7
PC7,4.525252831689507,4
PC8,4.657948080785907,3
PC9,0.39137583808739307,14
PC10,1.7908929408016157,9
PC11,1.647869362019187,11
PC12,1.8883348812693188,8
PC13,1.5130200205889734,12
PC14,4.099012468596682,5
PC15,0.047599417372364144,17
PC16,7.7462827256744085,1
PC17,1.7084744043528355,10
